CATEGORIE;DATE;QUART;PDQ;X;Y;LONGITUDE;LATITUDE
Vol de vehicule moteur;2019-12-31;nuit;7;290963.116;5042888.979;#CHAMP!;45.525780983025015
Vol dans / sur vehicule moteur;2019-12-31;jour;42;297699.313001857;5050532.5000034;#CHAMP!;45.59466106573037
Mefait;2019-12-31;jour;7;285690.432993881;5039834.89500633;#CHAMP!;45.49817470492259
Mefait;2019-12-31;soir;8;291197.280994731;5033366.00000776;#CHAMP!;45.44009382271649
Mefait;2019-12-31;soir;38;298706.19699718396;5043264.08900855;#CHAMP!;45.52926706739608
Introduction;2019-12-31;jour;38;299095.122006214;5041146.07000152;#CHAMP!;45.510211584587054
Vol de vehicule moteur;2019-12-31;jour;7;291472.04;5043213.109;#CHAMP!;45.52870753570997
Mefait;2019-12-31;soir;20;299344.83600733604;5040364.061996089;#CHAMP!;45.503176747808354
Mefait;2019-12-31;jour;44;299450.78599268;5045069.6040056;#CHAMP!;45.54551987098229
Vol de vehicule moteur;2019-12-31;jour;45;296720.14099853893;5055028.03800663;#CHAMP!;45.63510230123293
Mefait;2019-12-31;jour;48;302157.127998992;5051378.83000172;#CHAMP!;45.60230780944681
Vol dans / sur vehicule moteur;2019-12-31;jour;38;296815.115;5042481.574;#CHAMP!;45.52220659972614
Mefait;2019-12-31;jour;10;287646.928;5043113.395;#CHAMP!;45.527726633578496
Mefait;2019-12-31;jour;44;299434.08699627;5045030.60400839;#CHAMP!;45.54516880665068
Mefait;2019-12-31;jour;39;293497.673000392;5050337.17799264;#CHAMP!;45.59284790993966
Vol dans / sur vehicule moteur;2019-12-31;soir;10;292854.259;5043730.233;#CHAMP!;45.533385861738374
Introduction;2019-12-31;jour;38;296557.52799889;5042643.53399547;#CHAMP!;45.52366097987559
Mefait;2019-12-31;soir;48;302423.012009424;5049168.60300199;#CHAMP!;45.58242051105768
Introduction;2019-12-31;soir;38;297704.783993212;5042552.253992169;#CHAMP!;45.52285222834023
Infractions entrainant la mort;2019-12-31;nuit;12;298716.6669958991;5039459.57499444;#CHAMP!;45.49503259132259
Mefait;2019-12-31;jour;44;299450.78599268;5045069.6040056;#CHAMP!;45.54551987098229
Vol dans / sur vehicule moteur;2019-12-31;jour;30;294934.55900773196;5048109.549995249;#CHAMP!;45.57282495353603
Mefait;2019-12-31;jour;5;282329.469000842;5034538.50000722;#CHAMP!;45.45041567436049
Introduction;2019-12-31;jour;31;295398.2660067409;5043969.11700294;#CHAMP!;45.535574392830945
Introduction;2019-12-31;soir;44;298900.56899507804;5045908.21600874;#CHAMP!;45.553061551987156
Introduction;2019-12-31;jour;23;300757.486997855;5045148.61199134;#CHAMP!;45.54623962232088
Vol dans / sur vehicule moteur;2019-12-31;nuit;48;301755.542;5049999.053;#CHAMP!;45.589890545668254
Introduction;2019-12-31;jour;48;302511.60400304804;5051325.59400647;#CHAMP!;45.60183003468299
Mefait;2019-12-31;nuit;27;292750.5050053411;5048542.3529992495;#CHAMP!;45.57668504843756
Introduction;2019-12-31;jour;48;301070.461999508;5048383.79700098;#CHAMP!;45.575352649336914
Vol de vehicule moteur;2019-12-31;jour;13;293024.999997781;5031459.00000287;#CHAMP!;45.422966832795915
Introduction;2019-12-31;nuit;33;293838.168998307;5043304.363003969;#CHAMP!;45.529569902931264
Vol dans / sur vehicule moteur;2019-12-31;soir;20;299484.234005137;5040432.06400447;#CHAMP!;45.5037897348353
Vol de vehicule moteur;2019-12-31;jour;10;0;0;1;1
Vols qualifies;2019-12-31;nuit;16;0;0;1;1
Introduction;2019-12-31;soir;1;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-31;jour;22;0;0;1;1
Mefait;2019-12-31;jour;45;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-31;jour;12;0;0;1;1
Vols qualifies;2019-12-31;soir;22;0;0;1;1
Mefait;2019-12-31;jour;48;302729.427;5049772.047;#CHAMP!;45.58785146031489
Mefait;2019-12-31;soir;48;302729.427;5049772.047;#CHAMP!;45.58785146031489
Vol dans / sur vehicule moteur;2019-12-31;jour;48;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-31;soir;48;300725.27300301;5049540.61399978;#CHAMP!;45.58576010447079
Vol de vehicule moteur;2019-12-31;nuit;48;302700.998008256;5051778.242000209;#CHAMP!;45.605903681060944
Introduction;2019-12-31;soir;7;291055.125;5040997.5;#CHAMP!;45.50876258451031
Introduction;2019-12-31;soir;44;299246.47398999;5048055.07900342;#CHAMP!;45.57238257574255
Vol dans / sur vehicule moteur;2019-12-31;jour;48;303051.081003012;5050810.04900038;#CHAMP!;45.597192584425066
Introduction;2019-12-31;soir;26;292436.71000299;5039709.47700723;#CHAMP!;45.497198302586355
Vol dans / sur vehicule moteur;2019-12-31;jour;30;296568.57100627;5046617.06799643;#CHAMP!;45.55941637632352
Introduction;2019-12-31;jour;20;298915.735998232;5040361.06099768;#CHAMP!;45.50314625598341
Vol dans / sur vehicule moteur;2019-12-30;soir;20;298744.6550063251;5039795.27800592;#CHAMP!;45.4980536355858
Vol dans / sur vehicule moteur;2019-12-30;jour;9;292204.302003158;5035657.68199248;#CHAMP!;45.4607343409264
Introduction;2019-12-30;soir;38;299878.788997273;5044166.10099286;#CHAMP!;45.53739297731934
Introduction;2019-12-30;jour;10;289800.15699879;5044070.04300578;#CHAMP!;45.536384536921666
Introduction;2019-12-30;nuit;10;289960.08800342;5044040.35299267;#CHAMP!;45.53612080097256
Mefait;2019-12-30;jour;39;294982.468992832;5053272.499994231;#CHAMP!;45.619283204572305
Introduction;2019-12-30;jour;7;289426.921;5038045.241;#CHAMP!;45.48216302102637
Vol dans / sur vehicule moteur;2019-12-30;jour;35;297745.9100090109;5044659.11000682;#CHAMP!;45.54181092139683
Vol dans / sur vehicule moteur;2019-12-30;jour;38;299828.086;5043212.17;#CHAMP!;45.528808786520855
Mefait;2019-12-30;jour;30;295040.8790098489;5047767.293994951;#CHAMP!;45.56974673021025
Introduction;2019-12-30;soir;30;297539.657994222;5047644.06599142;#CHAMP!;45.568668438719854
Introduction;2019-12-30;jour;3;280976.24999168894;5040345.50000776;#CHAMP!;45.5026242424947
Introduction;2019-12-30;soir;30;294772.058000655;5048372.549000809;#CHAMP!;45.57518917358894
Vol de vehicule moteur;2019-12-30;jour;49;305209.4630005;5056820.04899672;#CHAMP!;45.65127407661252
Vol de vehicule moteur;2019-12-30;jour;10;287770.478;5042824.849;#CHAMP!;45.52513323166079
Vol dans / sur vehicule moteur;2019-12-30;jour;48;301150.904005794;5048553.45700328;#CHAMP!;45.57687972941151
Introduction;2019-12-30;soir;23;300992.080995;5046488.04299758;#CHAMP!;45.55829361212871
Vol dans / sur vehicule moteur;2019-12-30;jour;48;303702.50599598;5050369.766998489;#CHAMP!;45.593232135236605
Mefait;2019-12-30;jour;20;299172.374002212;5039965.7839970095;#CHAMP!;45.49959150281371
Vol dans / sur vehicule moteur;2019-12-30;jour;42;298817.62500019604;5049675.5000065;#CHAMP!;45.586960057156
Mefait;2019-12-30;soir;21;299638.114990254;5041506.075006969;#CHAMP!;45.513455287684906
Mefait;2019-12-30;jour;3;278178.969010474;5040381.999995031;#CHAMP!;45.50285154116719
Introduction;2019-12-30;soir;10;287979.98200644;5042932.7290036;#CHAMP!;45.52610905847607
Vol de vehicule moteur;2019-12-30;soir;21;300401.5999902209;5041668.70400754;#CHAMP!;45.51492392342163
Introduction;2019-12-30;jour;44;298900.56899507804;5045908.21600874;#CHAMP!;45.553061551987156
Vol dans / sur vehicule moteur;2019-12-30;soir;21;300136.01500509604;5041258.26100242;#CHAMP!;45.51122886336348
Vol de vehicule moteur;2019-12-30;soir;48;301755.542;5049999.053;#CHAMP!;45.589890545668254
Vol dans / sur vehicule moteur;2019-12-30;soir;12;298505.5530082709;5039407.55100186;#CHAMP!;45.49456258438538
Introduction;2019-12-30;jour;7;286792.454;5040717.036;#CHAMP!;45.50614183913619
Introduction;2019-12-30;nuit;35;295911.160001784;5044055.20700242;#CHAMP!;45.53635579324387
Introduction;2019-12-30;nuit;35;295911.160001784;5044055.20700242;#CHAMP!;45.53635579324387
Vol dans / sur vehicule moteur;2019-12-30;jour;13;294402.719010005;5031067.9999975;#CHAMP!;45.41947023954764
Mefait;2019-12-30;soir;31;295279.00599989;5044118.07100915;#CHAMP!;45.53691311485664
Mefait;2019-12-30;nuit;22;300385.902993148;5042509.0880085295;#CHAMP!;45.522485936546275
Introduction;2019-12-30;soir;5;280582.906010276;5036111.99999675;#CHAMP!;45.46451627117198
Vol dans / sur vehicule moteur;2019-12-30;jour;21;299574.109;5042030.069;#CHAMP!;45.51816992055215
Vols qualifies;2019-12-30;nuit;20;0;0;1;1
Mefait;2019-12-30;jour;48;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-30;nuit;31;0;0;1;1
Mefait;2019-12-30;jour;44;0;0;1;1
Introduction;2019-12-30;jour;48;303324.719;5052466.983;#CHAMP!;45.612102756726344
Introduction;2019-12-30;soir;42;298515.938005739;5049434.49999179;#CHAMP!;45.58478880888292
Introduction;2019-12-30;nuit;42;298410.562999854;5048833.99999415;#CHAMP!;45.579384372234244
Mefait;2019-12-30;soir;35;297928.68299968;5044637.36899147;#CHAMP!;45.54161711468258
Vols qualifies;2019-12-30;soir;31;294518.701991682;5044978.06300128;#CHAMP!;45.544640817028586
Mefait;2019-12-30;jour;35;295989.362006688;5043499.77799887;#CHAMP!;45.53135883410948
Introduction;2019-12-30;soir;4;278643.84400546;5039410.49999811;#CHAMP!;45.49412729387044
Vol dans / sur vehicule moteur;2019-12-30;jour;26;292477.53099541;5040724.49999847;#CHAMP!;45.50633260571536
Introduction;2019-12-30;jour;48;302443.68699918396;5051161.219009129;#CHAMP!;45.600350716557664
Introduction;2019-12-30;jour;3;281695.9060090091;5040651.00000726;#CHAMP!;45.50539743159677
Vol dans / sur vehicule moteur;2019-12-30;jour;30;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-30;soir;20;0;0;1;1
Vol de vehicule moteur;2019-12-30;nuit;42;296693.274;5050873.509;#CHAMP!;45.597718555364786
Vol dans / sur vehicule moteur;2019-12-30;soir;7;291689.574;5043178.088;#CHAMP!;45.52839653036327
Introduction;2019-12-30;jour;46;299298.249004109;5051478.21000344;#CHAMP!;45.603185310244825
Mefait;2019-12-30;soir;50;300136.380005;5040710.733462;#CHAMP!;45.506301985053014
Vol dans / sur vehicule moteur;2019-12-30;jour;27;293519.74399855;5045098.8980064;#CHAMP!;45.54571267032315
Introduction;2019-12-30;soir;48;302270.7840072431;5051234.05599098;#CHAMP!;45.601005516195315
Vol dans / sur vehicule moteur;2019-12-30;jour;22;300341.247004911;5041950.28999402;#CHAMP!;45.51745736486154
Mefait;2019-12-29;jour;27;293693.4799941509;5045027.33399592;#CHAMP!;45.54507150522016
Vol de vehicule moteur;2019-12-29;nuit;5;286005.0159929309;5033515.80099294;#CHAMP!;45.4413214917487
Vol dans / sur vehicule moteur;2019-12-29;soir;20;299016.651994604;5040187.86099702;#CHAMP!;45.50158857292145
Vols qualifies;2019-12-29;jour;8;290207.0310024211;5032893.99999974;#CHAMP!;45.435826568759204
Vol de vehicule moteur;2019-12-29;soir;5;285071.813;5034806;#CHAMP!;45.45290554688723
Introduction;2019-12-29;nuit;7;289894.844;5041737;#CHAMP!;45.51539304501381
Introduction;2019-12-29;jour;39;294288.375001482;5049160.49999638;#CHAMP!;45.58227224314045
Mefait;2019-12-29;soir;9;292156.786;5036596.981;#CHAMP!;45.4691857221164
Mefait;2019-12-29;soir;9;292156.786;5036596.981;#CHAMP!;45.4691857221164
Mefait;2019-12-29;jour;30;296920.6;5048187.505;#CHAMP!;45.5735517375949
Introduction;2019-12-29;nuit;31;295962.622002235;5044536.4719969;#CHAMP!;45.54068704185698
Mefait;2019-12-29;jour;46;299172.22799200396;5051270.341991889;#CHAMP!;45.60131384976487
Introduction;2019-12-29;nuit;30;294849.5989966111;5047976.42199567;#CHAMP!;45.57162581843682
Introduction;2019-12-29;jour;21;300348.087998738;5041359.18599675;#CHAMP!;45.51213841410959
Mefait;2019-12-29;jour;46;299675.1920076;5050910.87299755;#CHAMP!;45.598083139760014
Mefait;2019-12-29;soir;46;299675.1920076;5050910.87299755;#CHAMP!;45.598083139760014
Vol de vehicule moteur;2019-12-29;jour;38;299170.717998818;5042211.01500474;#CHAMP!;45.519795004465784
Vol dans / sur vehicule moteur;2019-12-29;jour;20;299676.94400156604;5040490.1860035295;#CHAMP!;45.50431418306652
Introduction;2019-12-29;soir;48;303543.714003787;5050889.10200211;#CHAMP!;45.59790499010179
Mefait;2019-12-29;jour;5;281064.094;5034363;#CHAMP!;45.448794626068654
Vols qualifies;2019-12-29;jour;13;294980.605;5032958.678;#CHAMP!;45.436491906939494
Introduction;2019-12-29;jour;38;299393.311;5042135.441;#CHAMP!;45.51911672127194
Introduction;2019-12-29;jour;46;299917.96900290094;5052198.4999936;#CHAMP!;45.60967129619485
Vols qualifies;2019-12-29;soir;21;299735.682991407;5040981.17100346;#CHAMP!;45.5087327007339
Vol de vehicule moteur;2019-12-29;soir;12;298253.728;5038898.455;#CHAMP!;45.48997919871027
Mefait;2019-12-29;jour;26;295951.813005347;5042338.00000018;#CHAMP!;45.5209042429894
Mefait;2019-12-29;jour;10;287294.883002233;5043277.72399278;#CHAMP!;45.52919656583128
Vol dans / sur vehicule moteur;2019-12-29;jour;20;298104.652998592;5040035.00600275;#CHAMP!;45.50020496225843
Mefait;2019-12-29;jour;31;295919.025;5044464.158;#CHAMP!;45.54003578055879
Vol dans / sur vehicule moteur;2019-12-29;soir;30;296730.845993144;5047426.22999226;#CHAMP!;45.56669937506515
Vol dans / sur vehicule moteur;2019-12-29;jour;7;291290.236;5043496.518;#CHAMP!;45.531254247800916
Vols qualifies;2019-12-29;jour;7;290943.654;5043441.622;#CHAMP!;45.5307534699774
Introduction;2019-12-29;soir;35;298017.7879998281;5045104.49300739;#CHAMP!;45.54582133583286
Mefait;2019-12-29;soir;21;300024.53199119604;5040548.56700495;#CHAMP!;45.5048419861828
Vol dans / sur vehicule moteur;2019-12-29;jour;38;299096.015997413;5041493.57400383;#CHAMP!;45.51333857508474
Vol dans / sur vehicule moteur;2019-12-29;soir;21;300344.63400902;5040502.566994609;#CHAMP!;45.50443017663051
Introduction;2019-12-29;soir;26;294155.216005304;5041178.22500195;#CHAMP!;45.51044302418793
Mefait;2019-12-29;soir;42;297466.1610054671;5050738.851993951;#CHAMP!;45.59651545713263
Mefait;2019-12-29;jour;49;305197.621007096;5058121.46799201;#CHAMP!;45.66298449425451
Vol dans / sur vehicule moteur;2019-12-29;jour;42;296915.124992565;5048737.00000862;#CHAMP!;45.57849619694412
Introduction;2019-12-29;soir;7;289847.875002745;5040976.99999284;#CHAMP!;45.50855328131376
Introduction;2019-12-29;nuit;48;302061.747;5050734.451;#CHAMP!;45.59650914012591
Vol dans / sur vehicule moteur;2019-12-29;soir;44;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-29;jour;21;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-29;jour;21;0;0;1;1
Vol de vehicule moteur;2019-12-29;soir;42;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-29;soir;20;0;0;1;1
Introduction;2019-12-29;nuit;23;301917.404;5045127.869;#CHAMP!;45.54605873543128
Mefait;2019-12-29;soir;22;300544.701990232;5042510.12000228;#CHAMP!;45.522496210252434
Introduction;2019-12-29;soir;38;299878.788997273;5044166.10099286;#CHAMP!;45.53739297731934
Vol dans / sur vehicule moteur;2019-12-29;jour;7;290374.338;5041452.856;#CHAMP!;45.51284629806241
Vol dans / sur vehicule moteur;2019-12-29;jour;39;293813.812991805;5049797.49999964;#CHAMP!;45.58799681068298
Vol dans / sur vehicule moteur;2019-12-29;nuit;38;299221.31199257396;5041705.57600471;#CHAMP!;45.51524726866842
Vol dans / sur vehicule moteur;2019-12-29;soir;39;295913.28100570396;5051530.00000458;#CHAMP!;45.60361629911279
Vol de vehicule moteur;2019-12-29;jour;38;299190.81299644493;5041656.57600446;#CHAMP!;45.51480610218484
Vol dans / sur vehicule moteur;2019-12-29;jour;3;272241.313006696;5035512.49999574;#CHAMP!;45.458782816528675
Vol dans / sur vehicule moteur;2019-12-29;jour;38;0;0;1;1
Introduction;2019-12-29;nuit;42;299236.8;5050149.692;#CHAMP!;45.5912304518046
Vol de vehicule moteur;2019-12-29;soir;27;0;0;1;1
Introduction;2019-12-29;nuit;48;300883.421;5047961.475;#CHAMP!;45.571551435136264
Mefait;2019-12-29;soir;13;294811.380311;5031922.030386;#CHAMP!;45.42716121503107
Vol dans / sur vehicule moteur;2019-12-29;nuit;22;0;0;1;1
Vol de vehicule moteur;2019-12-29;jour;42;297439.71899808;5049360.50000227;#CHAMP!;45.584112380625186
Vol de vehicule moteur;2019-12-29;soir;7;288500.645;5039326.563;#CHAMP!;45.49367184936052
Mefait;2019-12-29;jour;27;293283.02000037604;5045628.376000689;#CHAMP!;45.55047321376547
Vol dans / sur vehicule moteur;2019-12-29;jour;21;300450.522000006;5040241.31899166;#CHAMP!;45.50208002417906
Introduction;2019-12-29;soir;48;302380.804991112;5050741.09500019;#CHAMP!;45.59657010797711
Introduction;2019-12-29;jour;21;299900.12499598094;5040485.90699122;#CHAMP!;45.50427728210803
Vols qualifies;2019-12-28;soir;9;292204.302003158;5035657.68199248;#CHAMP!;45.4607343409264
Vol dans / sur vehicule moteur;2019-12-28;nuit;42;297279.03099393;5049005.000005871;#CHAMP!;45.580911769170534
Mefait;2019-12-28;jour;44;298546.186989377;5045081.09699908;#CHAMP!;45.54561575477882
Vol dans / sur vehicule moteur;2019-12-28;jour;30;296960.651772314;5047777.61644447;#CHAMP!;45.56986388656957
Introduction;2019-12-28;soir;38;298357.092994875;5043958.592009;#CHAMP!;45.535513325653284
Introduction;2019-12-28;jour;12;297475.500003456;5037879.99999233;#CHAMP!;45.48080695256908
Vol de vehicule moteur;2019-12-28;nuit;39;294288.375001482;5049160.49999638;#CHAMP!;45.58227224314045
Introduction;2019-12-28;soir;42;298640.063005887;5049683.49999793;#CHAMP!;45.58703049354948
Vol de vehicule moteur;2019-12-28;soir;39;294022.50000958;5049293.50000754;#CHAMP!;45.583464946007105
Mefait;2019-12-28;jour;9;293135.7869997;5036759.5890065;#CHAMP!;45.47066597910392
Mefait;2019-12-28;jour;23;301358.037994217;5045265.80999828;#CHAMP!;45.5472974385065
Mefait;2019-12-28;soir;30;296920.6;5048187.505;#CHAMP!;45.5735517375949
Introduction;2019-12-28;soir;35;297207.092989755;5044741.98500317;#CHAMP!;45.542550995775414
Vol dans / sur vehicule moteur;2019-12-28;soir;4;278322.250010088;5039105.99999524;#CHAMP!;45.49137518629851
Mefait;2019-12-28;soir;7;291090.317;5042566.58;#CHAMP!;45.52288243605871
Introduction;2019-12-28;nuit;42;296786.824006212;5049019.02700506;#CHAMP!;45.581032493062544
Vol dans / sur vehicule moteur;2019-12-28;jour;42;297482.3439963191;5048028.00000911;#CHAMP!;45.572122596424755
Vol de vehicule moteur;2019-12-28;soir;39;293233.877004484;5049894.655991689;#CHAMP!;45.588861644010485
Mefait;2019-12-28;jour;30;297445.143997077;5047060.39100687;#CHAMP!;45.563415353028056
Vol dans / sur vehicule moteur;2019-12-28;nuit;21;300565.909008972;5040350.676002529;#CHAMP!;45.503064775130554
Vols qualifies;2019-12-28;nuit;20;299172.374002212;5039965.7839970095;#CHAMP!;45.49959150281371
Vols qualifies;2019-12-28;nuit;8;290523.8439989261;5033570.49999852;#CHAMP!;45.4419205848428
Mefait;2019-12-28;soir;30;297361.296992467;5047351.141991129;#CHAMP!;45.566030732559035
Vols qualifies;2019-12-28;soir;21;299987.934;5041653.569;#CHAMP!;45.51478500046439
Vol dans / sur vehicule moteur;2019-12-28;jour;30;296987.1659922031;5046812.56999779;#CHAMP!;45.56118039024049
Mefait;2019-12-28;jour;30;297305.607;5047790.724;#CHAMP!;45.56998563248752
Introduction;2019-12-28;soir;48;299736.955996487;5049011.06500675;#CHAMP!;45.5809885735159
Vol dans / sur vehicule moteur;2019-12-28;jour;21;300245.9280022489;5041425.304998409;#CHAMP!;45.51273272038274
Vol dans / sur vehicule moteur;2019-12-28;jour;39;294973.6069915131;5051915.47499919;#CHAMP!;45.60707225054549
Vol dans / sur vehicule moteur;2019-12-28;soir;12;298505.5530082709;5039407.55100186;#CHAMP!;45.49456258438538
Vol dans / sur vehicule moteur;2019-12-28;jour;20;298744.6550063251;5039795.27800592;#CHAMP!;45.4980536355858
Vol de vehicule moteur;2019-12-28;jour;23;302508.596998218;5046460.11599746;#CHAMP!;45.5580489579501
Introduction;2019-12-28;jour;23;300598.485994277;5044782.430994489;#CHAMP!;45.54294365274658
Mefait;2019-12-28;soir;42;297918.03200914396;5048377.05500003;#CHAMP!;45.575267945597616
Vol dans / sur vehicule moteur;2019-12-28;soir;23;300951.795994572;5045640.94000788;#CHAMP!;45.550670865231254
Vol dans / sur vehicule moteur;2019-12-28;soir;44;299210.185997585;5045244.60299537;#CHAMP!;45.54709268474293
Mefait;2019-12-28;nuit;44;299057.323999202;5045602.63199162;#CHAMP!;45.550313111632065
Mefait;2019-12-28;jour;30;296824.235994453;5047043.231995329;#CHAMP!;45.563254113706485
Vol dans / sur vehicule moteur;2019-12-28;jour;42;296995.562992996;5048860.49999671;#CHAMP!;45.57960839335501
Mefait;2019-12-28;jour;30;297479.39999266603;5047119.59100582;#CHAMP!;45.56394841478016
Vol dans / sur vehicule moteur;2019-12-28;jour;27;293519.74399855;5045098.8980064;#CHAMP!;45.54571267032315
Vol dans / sur vehicule moteur;2019-12-28;jour;27;293519.74399855;5045098.8980064;#CHAMP!;45.54571267032315
Vol dans / sur vehicule moteur;2019-12-28;soir;42;296915.124992565;5048737.00000862;#CHAMP!;45.57849619694412
Introduction;2019-12-28;soir;26;294203.13599433;5041253.85700887;#CHAMP!;45.51112432046448
Mefait;2019-12-28;jour;30;296260.047;5046708.249;#CHAMP!;45.560233136512466
Mefait;2019-12-28;jour;35;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-28;jour;48;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-28;jour;44;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-28;soir;20;0;0;1;1
Vols qualifies;2019-12-28;soir;30;0;0;1;1
Mefait;2019-12-28;jour;30;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-28;soir;12;298505.5530082709;5039407.55100186;#CHAMP!;45.49456258438538
Vol de vehicule moteur;2019-12-28;soir;21;300312.636994427;5040442.99300542;#CHAMP!;45.50389389951572
Mefait;2019-12-28;jour;31;295447.096;5045343.569;#CHAMP!;45.547942849149386
Mefait;2019-12-28;soir;30;297022.277;5046658.977;#CHAMP!;45.55979870355935
Introduction;2019-12-28;nuit;23;301025.5730075989;5044410.37100171;#CHAMP!;45.53959816550353
Vol dans / sur vehicule moteur;2019-12-28;nuit;35;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-28;soir;38;0;0;1;1
Vols qualifies;2019-12-28;soir;23;0;0;1;1
Mefait;2019-12-28;nuit;30;296695.452998757;5047365.99999823;#CHAMP!;45.56615699539222
Vols qualifies;2019-12-28;soir;48;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-28;jour;42;0;0;1;1
Vol de vehicule moteur;2019-12-28;soir;23;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-28;jour;20;299949.8550103189;5040144.220997809;#CHAMP!;45.50120299371751
Mefait;2019-12-28;jour;27;292565.39199544;5046259.03900018;#CHAMP!;45.5561358823025
Introduction;2019-12-28;soir;48;303061.108001272;5051286.59800661;#CHAMP!;45.60148072964278
Vol dans / sur vehicule moteur;2019-12-28;nuit;31;295464.21699258;5045863.23400143;#CHAMP!;45.55261919908131
Vol de vehicule moteur;2019-12-28;jour;42;295761.534991446;5049648.44099892;#CHAMP!;45.5866835740388
Vol dans / sur vehicule moteur;2019-12-28;jour;21;300355.6120015841;5041767.57999526;#CHAMP!;45.51581335813587
Mefait;2019-12-28;jour;30;296362.0989907711;5046840.53799821;#CHAMP!;45.561424759954875
Introduction;2019-12-28;soir;30;296375.117998682;5048231.4929987;#CHAMP!;45.573941164692286
Introduction;2019-12-28;soir;27;292722.372998345;5046633.92500664;#CHAMP!;45.559511963659496
Introduction;2019-12-28;soir;48;302380.804991112;5050741.09500019;#CHAMP!;45.59657010797711
Vol de vehicule moteur;2019-12-28;nuit;44;300273.7670034309;5045536.55600728;#CHAMP!;45.54972750479924
Vol de vehicule moteur;2019-12-28;jour;39;293965.286;5051725.986;#CHAMP!;45.60535219678175
Vol dans / sur vehicule moteur;2019-12-28;jour;30;296453.11199902;5047009.43700116;#CHAMP!;45.56294566455892
Vol de vehicule moteur;2019-12-27;jour;1;269306.81299868;5030030.00000416;#CHAMP!;45.40930695852006
Mefait;2019-12-27;jour;48;303993.563999973;5050245.28599199;#CHAMP!;45.59211241768982
Introduction;2019-12-27;soir;42;296387.874997957;5049624.99999296;#CHAMP!;45.58648050216103
Introduction;2019-12-27;soir;4;279209.65599007;5040233.499999329;#CHAMP!;45.50155386679321
Mefait;2019-12-27;soir;31;294865.547998393;5045064.00700594;#CHAMP!;45.545419203514285
Mefait;2019-12-27;nuit;44;298546.186989377;5045081.09699908;#CHAMP!;45.54561575477882
Mefait;2019-12-27;nuit;44;298546.186989377;5045081.09699908;#CHAMP!;45.54561575477882
Vol dans / sur vehicule moteur;2019-12-27;soir;38;299056.2250024731;5042036.05499826;#CHAMP!;45.518219710910515
Mefait;2019-12-27;jour;7;292585.343;5043114.431;#CHAMP!;45.52783999617134
Introduction;2019-12-27;soir;7;289680.735;5042045.407;#CHAMP!;45.51816359170171
Vol dans / sur vehicule moteur;2019-12-27;jour;13;294220.718999434;5032352.50000538;#CHAMP!;45.43102612069993
Vols qualifies;2019-12-27;nuit;12;298191.362;5038819.818;#CHAMP!;45.48927100047784
Introduction;2019-12-27;nuit;48;300164.360993308;5050057.13399158;#CHAMP!;45.59040438964397
Mefait;2019-12-27;soir;9;292449.750004152;5035859.00000406;#CHAMP!;45.46255027552226
Introduction;2019-12-27;jour;49;305267.836;5058270.818;#CHAMP!;45.66432832812883
Mefait;2019-12-27;jour;50;295283.15234897;5037864.30816842;#CHAMP!;45.48063930681469
Vol de vehicule moteur;2019-12-27;jour;21;300176.818;5040527.777;#CHAMP!;45.50465593487497
Vol dans / sur vehicule moteur;2019-12-27;soir;3;283508.2190071609;5040451.99999801;#CHAMP!;45.50366443888721
Vol dans / sur vehicule moteur;2019-12-27;jour;46;300732.881000284;5050430.477004109;#CHAMP!;45.59376739376637
Vol dans / sur vehicule moteur;2019-12-27;soir;13;296176.7209946211;5034170.925000089;#CHAMP!;45.44741609886076
Vol de vehicule moteur;2019-12-27;jour;5;285459.663;5035175.298;#CHAMP!;45.45623948842739
Introduction;2019-12-27;jour;38;299230.326002173;5040940.56799712;#CHAMP!;45.50836348546685
Vol de vehicule moteur;2019-12-27;jour;7;285948.705001183;5038435.010008;#CHAMP!;45.48558505050807
Introduction;2019-12-27;jour;20;298104.652998592;5040035.00600275;#CHAMP!;45.50020496225843
Vols qualifies;2019-12-27;nuit;49;304300.48399086;5055861.443008069;#CHAMP!;45.6426482868301
Mefait;2019-12-27;jour;48;302018.798;5050601.832;#CHAMP!;45.59531562655862
Vols qualifies;2019-12-27;soir;26;294486.86499707896;5039109.04100379;#CHAMP!;45.49182864274257
Mefait;2019-12-27;soir;11;295037.585;5037608.979;#CHAMP!;45.478338350304256
Mefait;2019-12-27;jour;7;288818.458;5040460.971;#CHAMP!;45.503887034167796
Vol dans / sur vehicule moteur;2019-12-27;soir;7;291290.236;5043496.518;#CHAMP!;45.531254247800916
