CATEGORIE;DATE;QUART;PDQ;X;Y;LONGITUDE;LATITUDE
Vol dans / sur vehicule moteur;2019-09-16;soir;22;299919.101995844;5042517.08699146;#CHAMP!;45.52255480250433
Vol dans / sur vehicule moteur;2019-09-16;jour;42;297209.7190099091;5050892.500003;#CHAMP!;45.59789527108353
Mefait;2019-09-16;jour;49;0;0;1;1
Mefait;2019-09-16;jour;7;288956.483004064;5038405.9700037;#CHAMP!;45.48539848819108
Vol de vehicule moteur;2019-09-16;jour;38;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-16;soir;30;295277.371;5046133.995;#CHAMP!;45.55505306583357
Vol dans / sur vehicule moteur;2019-09-16;jour;21;0;0;1;1
Mefait;2019-09-16;jour;23;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-16;jour;13;294236.487;5031307.333;#CHAMP!;45.4216213959274
Vol de vehicule moteur;2019-09-16;jour;31;0;0;1;1
Vols qualifies;2019-09-16;soir;46;300159.557008972;5050702.44999666;#CHAMP!;45.596211093379665
Mefait;2019-09-16;soir;30;295427.0370011921;5048828.14899798;#CHAMP!;45.579297926651286
Mefait;2019-09-16;soir;20;0;0;1;1
Mefait;2019-09-16;jour;23;301596.0249935431;5045274.73900596;#CHAMP!;45.547378920310095
Vols qualifies;2019-09-16;nuit;4;281927.218996546;5038630.9999973;#CHAMP!;45.48722844172873
Introduction;2019-09-16;jour;38;299227.295990453;5043279.59200028;#CHAMP!;45.529410930651615
Mefait;2019-09-16;nuit;22;300757.711;5042597.38;#CHAMP!;45.52328267788973
Infractions entrainant la mort;2019-09-16;jour;13;293977.99999263603;5032393.99999418;#CHAMP!;45.431395845179836
Infractions entrainant la mort;2019-09-16;jour;13;293977.99999263603;5032393.99999418;#CHAMP!;45.431395845179836
Mefait;2019-09-16;jour;15;297337.29500073893;5035224.43000216;#CHAMP!;45.45690941710744
Vol dans / sur vehicule moteur;2019-09-16;soir;20;298659.952997983;5040839.33700411;#CHAMP!;45.50744777903743
Introduction;2019-09-16;jour;8;293332.831995505;5033865.65899202;#CHAMP!;45.444628292507744
Vol dans / sur vehicule moteur;2019-09-16;jour;21;300251.964997377;5040480.22700079;#CHAMP!;45.50422855385858
Mefait;2019-09-16;jour;44;300416.687004802;5045887.110003;#CHAMP!;45.55288282635887
Mefait;2019-09-16;jour;44;300416.687004802;5045887.110003;#CHAMP!;45.55288282635887
Vol dans / sur vehicule moteur;2019-09-16;jour;27;293591.903995651;5044371.0990016;#CHAMP!;45.53916485252839
Introduction;2019-09-16;nuit;39;295443.339996325;5051879.23199726;#CHAMP!;45.60675260906468
Introduction;2019-09-16;nuit;10;289972.723991595;5044300.06599638;#CHAMP!;45.538458052401964
Mefait;2019-09-16;jour;22;299797.20099508;5042307.91199442;#CHAMP!;45.52067169904898
Vol dans / sur vehicule moteur;2019-09-15;jour;22;300052.405995412;5042137.583005089;#CHAMP!;45.51914079555776
Vol dans / sur vehicule moteur;2019-09-15;jour;39;295111.688005514;5050887.50000148;#CHAMP!;45.597824211022534
Vol dans / sur vehicule moteur;2019-09-15;soir;20;298903.942;5040035.557;#CHAMP!;45.500217133219955
Vol dans / sur vehicule moteur;2019-09-15;jour;20;298903.942;5040035.557;#CHAMP!;45.500217133219955
Introduction;2019-09-15;nuit;26;295816.813;5042279.5;#CHAMP!;45.52037611103774
Vol dans / sur vehicule moteur;2019-09-15;jour;13;294890.3910054911;5032310.71499481;#CHAMP!;45.43065992731149
Vol de vehicule moteur;2019-09-15;jour;12;297065.8440083789;5038116.00000551;#CHAMP!;45.482926168796695
Introduction;2019-09-15;jour;13;294577.749989335;5031274.49999986;#CHAMP!;45.42133101691023
Vol de vehicule moteur;2019-09-15;jour;42;296775.233996095;5048347.93200497;#CHAMP!;45.57499364725883
Introduction;2019-09-15;nuit;4;282467.562996385;5038712.49999828;#CHAMP!;45.487979304762746
Introduction;2019-09-15;soir;5;280477.719001102;5035283.49999569;#CHAMP!;45.45705747166143
Mefait;2019-09-15;jour;7;289889.807;5042833.563;#CHAMP!;45.52526019818314
Mefait;2019-09-15;jour;10;289386.619994117;5044181.052992599;#CHAMP!;45.53737441561113
Introduction;2019-09-15;nuit;26;295877.313010436;5042384.50000884;#CHAMP!;45.521321718388855
Vol de vehicule moteur;2019-09-15;nuit;26;295877.313010436;5042384.50000884;#CHAMP!;45.521321718388855
Vol dans / sur vehicule moteur;2019-09-15;jour;26;297116.295997782;5042179.21400782;#CHAMP!;45.51948923163897
Mefait;2019-09-15;jour;20;299344.83600733604;5040364.061996089;#CHAMP!;45.503176747808354
Introduction;2019-09-15;jour;20;299344.83600733604;5040364.061996089;#CHAMP!;45.503176747808354
Introduction;2019-09-15;jour;15;297560.688005575;5035657.68899701;#CHAMP!;45.46081044344733
Vol dans / sur vehicule moteur;2019-09-15;jour;38;299934.39;5043683.598;#CHAMP!;45.53305162541921
Introduction;2019-09-15;nuit;15;297217.160003724;5035680.25700458;#CHAMP!;45.46100987704538
Introduction;2019-09-15;jour;45;301033.737;5057834.444;#CHAMP!;45.66039169223524
Mefait;2019-09-15;jour;44;300551.563;5046275.945;#CHAMP!;45.55638253354507
Vols qualifies;2019-09-15;jour;44;298688.7660003591;5048386.072004329;#CHAMP!;45.57535627919413
Vol de vehicule moteur;2019-09-15;jour;23;300584.095;5047324.087;#CHAMP!;45.56581426349262
Mefait;2019-09-15;soir;26;295712.262008766;5039386.54500312;#CHAMP!;45.49434277572621
Mefait;2019-09-15;jour;42;298023.968991526;5050471.00000851;#CHAMP!;45.59411091121928
Introduction;2019-09-15;nuit;27;291759.817003828;5046502.69299599;#CHAMP!;45.55831373500287
Vol de vehicule moteur;2019-09-15;nuit;5;280313.4660000589;5037346.53200485;#CHAMP!;45.4756156263822
Vol de vehicule moteur;2019-09-15;jour;49;305244.728000317;5054780.168992729;#CHAMP!;45.63291878582421
Vol dans / sur vehicule moteur;2019-09-15;jour;38;299287.883993074;5041115.442005649;#CHAMP!;45.509937531416234
Vol dans / sur vehicule moteur;2019-09-15;soir;21;299374.81700569;5041400.07400653;#CHAMP!;45.51249944872348
Vols qualifies;2019-09-15;jour;13;292740.124999126;5031620.49999153;#CHAMP!;45.42441524094297
Mefait;2019-09-15;jour;26;293740.7009935809;5039897.79799635;#CHAMP!;45.498914779520675
Vols qualifies;2019-09-15;jour;10;292385.638991142;5043782.04100376;#CHAMP!;45.53384385730909
Vol de vehicule moteur;2019-09-15;jour;33;293883.415004025;5043416.56199956;#CHAMP!;45.53058022013845
Introduction;2019-09-15;soir;7;289778.5939944811;5040223.9999946;#CHAMP!;45.50177601537368
Mefait;2019-09-15;soir;35;296544.69900133;5044304.57900012;#CHAMP!;45.538607526396035
Vol dans / sur vehicule moteur;2019-09-15;jour;38;297417.709008883;5042662.07799574;#CHAMP!;45.52383748612251
Vol dans / sur vehicule moteur;2019-09-15;jour;38;297417.709008883;5042662.07799574;#CHAMP!;45.52383748612251
Vol de vehicule moteur;2019-09-15;soir;46;300071.47699363;5050516.20300672;#CHAMP!;45.59453459758081
Vol dans / sur vehicule moteur;2019-09-15;jour;20;298104.652998592;5040035.00600275;#CHAMP!;45.50020496225843
Vol de vehicule moteur;2019-09-15;jour;49;304333.393997687;5055998.1269954;#CHAMP!;45.64387822072792
Vol dans / sur vehicule moteur;2019-09-15;jour;20;298104.652998592;5040035.00600275;#CHAMP!;45.50020496225843
Vol dans / sur vehicule moteur;2019-09-15;soir;20;300468.329;5039347.814;#CHAMP!;45.4940399893474
Vol de vehicule moteur;2019-09-15;jour;35;296238.400003682;5044415.576994909;#CHAMP!;45.53960262937811
Vol de vehicule moteur;2019-09-15;jour;38;299631.505;5042216.083;#CHAMP!;45.51984417658057
Introduction;2019-09-15;jour;27;292870.600993467;5049158.6799937;#CHAMP!;45.5822329989967
Vols qualifies;2019-09-15;soir;38;298069.892;5042995.084;#CHAMP!;45.52684060397642
Vols qualifies;2019-09-15;jour;11;294890.31699356803;5036115.82299988;#CHAMP!;45.464900174143516
Vol dans / sur vehicule moteur;2019-09-15;nuit;48;301193.271001253;5048615.05000064;#CHAMP!;45.57743418320092
Introduction;2019-09-15;jour;44;299117.948997073;5046400.02899107;#CHAMP!;45.557488860214896
Introduction;2019-09-15;soir;7;288680.16;5039544.04;#CHAMP!;45.49563296113328
Vol dans / sur vehicule moteur;2019-09-15;jour;5;285531.48;5033100.364;#CHAMP!;45.437570312250315
Vols qualifies;2019-09-15;jour;35;296325.508010047;5043371.077005089;#CHAMP!;45.53020490360291
Vols qualifies;2019-09-15;soir;30;297671.701991673;5047412.77400846;#CHAMP!;45.566588565117456
Vol de vehicule moteur;2019-09-15;jour;27;292180.2180092181;5046685.47399347;#CHAMP!;45.55996620110251
Vol dans / sur vehicule moteur;2019-09-15;jour;16;298809.937999746;5034816.50000752;#CHAMP!;45.45325283689309
Introduction;2019-09-15;soir;35;297485.075989551;5044584.25900431;#CHAMP!;45.54113469535791
Vol dans / sur vehicule moteur;2019-09-15;jour;21;299950.558991168;5041467.398006329;#CHAMP!;45.51310949903296
Vol de vehicule moteur;2019-09-15;jour;27;293406.675715661;5043979.0004045;#CHAMP!;45.535633609011654
Vol dans / sur vehicule moteur;2019-09-15;soir;35;295477.10800592;5043740.072995409;#CHAMP!;45.53351443153194
Introduction;2019-09-15;soir;35;297728.18900541;5044975.588992429;#CHAMP!;45.54465853212517
Vol de vehicule moteur;2019-09-15;jour;49;304500.6559957771;5054710.99999767;#CHAMP!;45.632296465512404
Introduction;2019-09-15;soir;22;300489.582001352;5043931.94399461;#CHAMP!;45.53528999155009
Mefait;2019-09-15;soir;21;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-15;jour;48;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-15;soir;38;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-15;jour;16;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-15;soir;48;0;0;1;1
Mefait;2019-09-15;jour;26;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-15;soir;20;0;0;1;1
Introduction;2019-09-15;nuit;10;287659.83399625693;5043864.20599444;#CHAMP!;45.534482988478764
Vol dans / sur vehicule moteur;2019-09-15;jour;38;298132.911;5042736.182;#CHAMP!;45.52451150988784
Mefait;2019-09-15;jour;10;289515.867004943;5044062.1419945;#CHAMP!;45.53630726305827
Introduction;2019-09-15;soir;5;281385.969009365;5035923.00000888;#CHAMP!;45.46284295925796
Mefait;2019-09-15;jour;26;294781.964009236;5039233.79199619;#CHAMP!;45.49295550379278
Vol dans / sur vehicule moteur;2019-09-15;nuit;27;291808.03599674;5045796.72199465;#CHAMP!;45.55196209063806
Introduction;2019-09-15;jour;44;299050.980009899;5046251.59500659;#CHAMP!;45.55615265135846
Vol dans / sur vehicule moteur;2019-09-15;soir;38;299269.622991625;5041387.71300219;#CHAMP!;45.512387393053
Introduction;2019-09-15;soir;42;297045.563006258;5048563.00000698;#CHAMP!;45.576931958965766
Introduction;2019-09-15;nuit;35;298044.334994895;5044643.222004649;#CHAMP!;45.541670913307534
Mefait;2019-09-15;jour;20;0;0;1;1
Mefait;2019-09-15;jour;48;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-15;jour;22;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-15;jour;13;0;0;1;1
Introduction;2019-09-15;jour;21;300832.8174900889;5041501.43744372;#CHAMP!;45.51342137713431
Introduction;2019-09-15;jour;9;293247.408997496;5038075.9710034;#CHAMP!;45.48251322172634
Vol dans / sur vehicule moteur;2019-09-15;jour;22;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-15;soir;38;0;0;1;1
Introduction;2019-09-15;soir;15;0;0;1;1
Mefait;2019-09-15;jour;30;295277.371;5046133.995;#CHAMP!;45.55505306583357
Mefait;2019-09-15;nuit;35;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-15;soir;23;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-15;jour;22;0;0;1;1
Vol de vehicule moteur;2019-09-15;soir;48;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-15;jour;21;300395.48;5040731.29;#CHAMP!;45.506488645677685
Vol dans / sur vehicule moteur;2019-09-15;jour;23;301442.957989629;5044929.935999409;#CHAMP!;45.54427553778966
Mefait;2019-09-15;soir;23;301442.957989629;5044929.935999409;#CHAMP!;45.54427553778966
Mefait;2019-09-15;soir;21;300251.964997377;5040480.22700079;#CHAMP!;45.50422855385858
Introduction;2019-09-15;jour;30;296568.57100627;5046617.06799643;#CHAMP!;45.55941637632352
Introduction;2019-09-15;jour;30;296568.57100627;5046617.06799643;#CHAMP!;45.55941637632352
Vol dans / sur vehicule moteur;2019-09-15;jour;8;292946.7810054811;5033937.99999123;#CHAMP!;45.44527281251824
Vol dans / sur vehicule moteur;2019-09-15;jour;15;298493.637002945;5038137.24899889;#CHAMP!;45.483131735635105
Mefait;2019-09-15;jour;42;296925.312996213;5049823.000005569;#CHAMP!;45.58826845433675
Vol dans / sur vehicule moteur;2019-09-15;jour;15;297163.24800510803;5034838.79700236;#CHAMP!;45.45343742065658
Vol dans / sur vehicule moteur;2019-09-15;soir;20;299751.7590023609;5039104.554001129;#CHAMP!;45.491846212639544
Vol de vehicule moteur;2019-09-15;soir;26;294618.540991396;5041469.05899532;#CHAMP!;45.513066980789425
Introduction;2019-09-15;nuit;44;299088.8450025221;5045676.667003769;#CHAMP!;45.550979563605324
Introduction;2019-09-15;soir;26;292966.088991806;5039549.52199283;#CHAMP!;45.49576814134036
Introduction;2019-09-14;jour;27;293487.325;5047188.211;#CHAMP!;45.56451244948383
Vol de vehicule moteur;2019-09-14;soir;26;293053.361002594;5039974.39899298;#CHAMP!;45.49959283247822
Vol dans / sur vehicule moteur;2019-09-14;jour;49;305605.6889912091;5060928.54599916;#CHAMP!;45.68824266921056
Vol dans / sur vehicule moteur;2019-09-14;soir;20;298903.942;5040035.557;#CHAMP!;45.500217133219955
Vol dans / sur vehicule moteur;2019-09-14;nuit;11;293750.623004161;5036012.280000569;#CHAMP!;45.463951347735865
Introduction;2019-09-14;soir;7;291321.578219;5041082.325606;#CHAMP!;45.50953107771411
Vol dans / sur vehicule moteur;2019-09-14;nuit;12;296622.5309894611;5038177.5000004;#CHAMP!;45.48347452086583
Mefait;2019-09-14;nuit;30;297187.560996865;5046653.752998489;#CHAMP!;45.55975352312295
Introduction;2019-09-14;jour;35;296855.394007314;5044788.482004649;#CHAMP!;45.542965470112776
Introduction;2019-09-14;jour;35;296855.394007314;5044788.482004649;#CHAMP!;45.542965470112776
Introduction;2019-09-14;jour;35;296855.394007314;5044788.482004649;#CHAMP!;45.542965470112776
Vol de vehicule moteur;2019-09-14;nuit;39;295882.656007221;5052789.500004849;#CHAMP!;45.61494919554533
Vol de vehicule moteur;2019-09-14;jour;7;289793.36897;5042497.240032;#CHAMP!;45.52223177794661
Vol dans / sur vehicule moteur;2019-09-14;jour;49;304107.107008833;5057617.79400365;#CHAMP!;45.65845211262043
Introduction;2019-09-14;soir;38;298673.990992628;5044232.09499494;#CHAMP!;45.53797726440713
Introduction;2019-09-14;soir;38;298673.990992628;5044232.09499494;#CHAMP!;45.53797726440713
Mefait;2019-09-14;jour;39;295443.339996325;5051879.23199726;#CHAMP!;45.60675260906468
Vol dans / sur vehicule moteur;2019-09-14;soir;15;298576.186003368;5038208.24100382;#CHAMP!;45.483771294691195
Vol de vehicule moteur;2019-09-14;soir;49;305209.4630005;5056820.04899672;#CHAMP!;45.65127407661252
Introduction;2019-09-14;jour;27;291780.670007795;5046588.62900596;#CHAMP!;45.559087403592926
Vol dans / sur vehicule moteur;2019-09-14;jour;20;299000.153997868;5040302.14499366;#CHAMP!;45.502616811835644
Mefait;2019-09-14;soir;21;300930.0255426611;5041087.917490609;#CHAMP!;45.50970089988916
Vol de vehicule moteur;2019-09-14;jour;31;295407.772993587;5045146.4710091;#CHAMP!;45.5461687651089
Vol de vehicule moteur;2019-09-14;jour;31;295061.559;5045373.185;#CHAMP!;45.54820406006952
Mefait;2019-09-14;soir;20;298606.051;5039529.553;#CHAMP!;45.49566131064304
Introduction;2019-09-14;nuit;49;304865.396993018;5058881.36700622;#CHAMP!;45.66982230700626
Vol dans / sur vehicule moteur;2019-09-14;jour;20;299141.493999985;5039636.48999654;#CHAMP!;45.49662812374477
Vol de vehicule moteur;2019-09-14;soir;23;300584.095;5047324.087;#CHAMP!;45.56581426349262
Vol dans / sur vehicule moteur;2019-09-14;jour;48;301548.573989476;5049494.35900276;#CHAMP!;45.58534822388532
Vols qualifies;2019-09-14;soir;23;300450.022;5044441.22;#CHAMP!;45.5398724003282
Vol de vehicule moteur;2019-09-14;nuit;38;296557.52799889;5042643.53399547;#CHAMP!;45.52366097987559
Vol de vehicule moteur;2019-09-14;soir;38;297921.711997645;5042033.07499508;#CHAMP!;45.51818262638159
Introduction;2019-09-14;nuit;35;296973.3479982691;5044378.380002489;#CHAMP!;45.53927656142744
Introduction;2019-09-14;nuit;35;296653.743991788;5044474.55800164;#CHAMP!;45.540138341783276
Vol dans / sur vehicule moteur;2019-09-14;jour;5;279687.3749992191;5032017.99999338;#CHAMP!;45.42764528659614
Introduction;2019-09-14;nuit;35;296544.69900133;5044304.57900012;#CHAMP!;45.538607526396035
Introduction;2019-09-14;nuit;49;303552.214000044;5054847.35000489;#CHAMP!;45.6335223170125
Introduction;2019-09-14;jour;49;305922.806989672;5062275.717994471;#CHAMP!;45.70036425326491
Introduction;2019-09-14;soir;26;294977.416;5042481.611;#CHAMP!;45.52218346139514
Vols qualifies;2019-09-14;soir;1;269842.750000858;5029528.500003649;#CHAMP!;45.40482128139676
Vol de vehicule moteur;2019-09-14;jour;10;289962.837005471;5043568.85499997;#CHAMP!;45.53187816416217
Mefait;2019-09-14;jour;27;293177.804007662;5044689.55199774;#CHAMP!;45.54202361628142
Introduction;2019-09-14;jour;35;297070.18999708;5045113.78399492;#CHAMP!;45.545895068227445
Mefait;2019-09-14;jour;11;294066.934990287;5034838.004005909;#CHAMP!;45.45338958681399
Introduction;2019-09-14;jour;15;298397.1239983789;5037211.576998069;#CHAMP!;45.47480123538355
Vols qualifies;2019-09-14;jour;10;289342.315000197;5044355.6649916;#CHAMP!;45.538944648909734
Mefait;2019-09-14;jour;20;298526.118;5039576.736;#CHAMP!;45.49608516956523
Mefait;2019-09-14;jour;11;296636.98600005603;5036580.52900648;#CHAMP!;45.4691044142387
Vol de vehicule moteur;2019-09-14;jour;30;0;0;1;1
Vols qualifies;2019-09-14;soir;1;274598.289002063;5033400.94700775;#CHAMP!;45.439888269945406
Vol dans / sur vehicule moteur;2019-09-14;soir;26;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-14;jour;12;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-14;jour;48;303151.49999486;5051501.54199921;#CHAMP!;45.603415074449224
Vol de vehicule moteur;2019-09-14;nuit;48;0;0;1;1
Mefait;2019-09-14;soir;23;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-14;jour;12;298505.5530082709;5039407.55100186;#CHAMP!;45.49456258438538
Mefait;2019-09-14;nuit;12;298505.5530082709;5039407.55100186;#CHAMP!;45.49456258438538
Vol dans / sur vehicule moteur;2019-09-14;jour;21;300305.9750002041;5040211.869992849;#CHAMP!;45.50181411329884
Vols qualifies;2019-09-14;nuit;11;294226.89399306;5035620.88200255;#CHAMP!;45.46043673594808
Introduction;2019-09-14;nuit;44;299107.5830006411;5045005.02000319;#CHAMP!;45.5449360009542
Mefait;2019-09-14;nuit;35;295516.794;5043801.699;#CHAMP!;45.534069494456524
Vol de vehicule moteur;2019-09-14;jour;48;302960.6070072121;5051497.09700535;#CHAMP!;45.60337459830011
Introduction;2019-09-14;nuit;35;0;0;1;1
Vol de vehicule moteur;2019-09-14;jour;3;276248.37199888093;5039831.82999537;#CHAMP!;45.4978246280983
Mefait;2019-09-14;soir;21;0;0;1;1
Introduction;2019-09-14;nuit;22;300420.19399177;5043279.59599763;#CHAMP!;45.529419483979325
Mefait;2019-09-14;soir;44;299291.634009063;5044684.44199586;#CHAMP!;45.542052804574006
Vol de vehicule moteur;2019-09-14;soir;48;301659.6050058141;5048899.34899326;#CHAMP!;45.57999465422706
Introduction;2019-09-14;jour;15;297337.29500073893;5035224.43000216;#CHAMP!;45.45690941710744
Introduction;2019-09-14;soir;26;294618.540991396;5041469.05899532;#CHAMP!;45.513066980789425
Introduction;2019-09-14;jour;16;298800.7190060391;5034631.5000062;#CHAMP!;45.45158803487378
Mefait;2019-09-14;jour;21;302754.15;5040687.093;#CHAMP!;45.50610184857943
Vol dans / sur vehicule moteur;2019-09-13;jour;7;289823.295996498;5041388.73500256;#CHAMP!;45.512257697160166
Introduction;2019-09-13;jour;16;299220.624999122;5035897.00000463;#CHAMP!;45.46297910974985
Introduction;2019-09-13;soir;12;296593.01400623604;5038512.38999202;#CHAMP!;45.486487663199895
Introduction;2019-09-13;jour;30;294638.403992169;5047644.3319983;#CHAMP!;45.56863452102133
Vol de vehicule moteur;2019-09-13;jour;42;297822.249998173;5051627.00000844;#CHAMP!;45.60451091297354
Mefait;2019-09-13;jour;39;293920.780999907;5049877.00000734;#CHAMP!;45.58871385447189
Vol de vehicule moteur;2019-09-13;jour;9;293004.3440090561;5037914.00000635;#CHAMP!;45.48105167182185
Vol de vehicule moteur;2019-09-13;nuit;9;293135.7869997;5036759.5890065;#CHAMP!;45.47066597910392
Vol dans / sur vehicule moteur;2019-09-13;nuit;49;303889.50499249;5055012.69199325;#CHAMP!;45.63501062514832
Mefait;2019-09-13;jour;39;296002.181;5052144.37;#CHAMP!;45.60914568428246
Introduction;2019-09-13;nuit;45;298970.718995433;5055855.138991569;#CHAMP!;45.642567267769785
Introduction;2019-09-13;nuit;45;298970.718995433;5055855.138991569;#CHAMP!;45.642567267769785
Vol dans / sur vehicule moteur;2019-09-13;jour;10;290002.230006917;5043624.4279941;#CHAMP!;45.53237906616233
Introduction;2019-09-13;soir;35;298023.045009967;5044883.64299094;#CHAMP!;45.54383410041335
Introduction;2019-09-13;soir;49;304101.5870046609;5055897.18700185;#CHAMP!;45.64296974715087
Vol dans / sur vehicule moteur;2019-09-13;jour;5;283286.536;5038196.645;#CHAMP!;45.48336318322021
Mefait;2019-09-13;jour;48;302093.491;5050810.555;#CHAMP!;45.597194069526566
Mefait;2019-09-13;jour;48;302093.491;5050810.555;#CHAMP!;45.597194069526566
Mefait;2019-09-13;jour;48;302093.491;5050810.555;#CHAMP!;45.597194069526566
Vol de vehicule moteur;2019-09-13;jour;7;290000.813;5041024.119;#CHAMP!;45.50898053760379
Vol de vehicule moteur;2019-09-13;jour;7;290000.813;5041024.119;#CHAMP!;45.50898053760379
Vol dans / sur vehicule moteur;2019-09-13;soir;46;299795.719000037;5051780.50000568;#CHAMP!;45.605909154607964
Vols qualifies;2019-09-13;soir;39;294331.981005806;5049772.67699378;#CHAMP!;45.58778143814727
Vol de vehicule moteur;2019-09-13;nuit;31;294406.704000463;5044708.06299241;#CHAMP!;45.5422096025411
Introduction;2019-09-13;soir;42;299335.949;5049359.827;#CHAMP!;45.584123803832824
Mefait;2019-09-13;nuit;21;300149.763999782;5041903.01200646;#CHAMP!;45.51703068767586
Vols qualifies;2019-09-13;jour;21;299370.020990221;5040843.98699948;#CHAMP!;45.50749551105152
Vol de vehicule moteur;2019-09-13;nuit;27;291852.1969940909;5045241.534995569;#CHAMP!;45.546967163337754
Vols qualifies;2019-09-13;jour;48;302016.025;5050752.982;#CHAMP!;45.59667570570232
Vol de vehicule moteur;2019-09-13;nuit;42;296954.687996507;5050345.500008809;#CHAMP!;45.59297038648639
Vol de vehicule moteur;2019-09-13;nuit;42;296954.687996507;5050345.500008809;#CHAMP!;45.59297038648639
Introduction;2019-09-13;soir;20;298642.56;5039642.674;#CHAMP!;45.49667954546755
Introduction;2019-09-13;nuit;38;298051.757994494;5042246.26099887;#CHAMP!;45.520102228968334
Introduction;2019-09-13;soir;11;294302.672005725;5034936.44899538;#CHAMP!;45.45427902345914
Vol dans / sur vehicule moteur;2019-09-13;soir;38;299021.580010498;5041981.15399834;#CHAMP!;45.51772540353071
Vol dans / sur vehicule moteur;2019-09-13;jour;35;297008.4880025511;5045453.28299994;#CHAMP!;45.54894931041215
Vol dans / sur vehicule moteur;2019-09-13;nuit;4;278044.866581846;5038544.1930793;#CHAMP!;45.486309304447474
Mefait;2019-09-13;soir;46;298963.219006297;5051565.99999354;#CHAMP!;45.6039725354591
Vols qualifies;2019-09-13;soir;11;295965.485010495;5036549.527002031;#CHAMP!;45.468817272402426
Vol de vehicule moteur;2019-09-13;jour;7;290217.607;5040915.7;#CHAMP!;45.50800950940789
Mefait;2019-09-13;jour;50;298056.0309755291;5038887.96082336;#CHAMP!;45.48988288510035
Vol dans / sur vehicule moteur;2019-09-13;jour;44;299703.241990962;5044625.26900649;#CHAMP!;45.541523477518474
Vols qualifies;2019-09-13;jour;15;299802.188991694;5037283.54800439;#CHAMP!;45.47546033451704
Introduction;2019-09-13;jour;31;296483.128000407;5045408.31100434;#CHAMP!;45.548538561639035
Introduction;2019-09-13;jour;27;293499.041010647;5045465.66399102;#CHAMP!;45.54901261661384
Vol de vehicule moteur;2019-09-13;nuit;39;293979.749994385;5049919.49999278;#CHAMP!;45.589097200618525
Vol dans / sur vehicule moteur;2019-09-13;nuit;20;298760.639996538;5040136.05799533;#CHAMP!;45.50112025817237
Vol de vehicule moteur;2019-09-13;jour;31;296441.076;5045342.458;#CHAMP!;45.54794549029803
Mefait;2019-09-13;soir;38;0;0;1;1
Mefait;2019-09-13;soir;20;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-13;nuit;20;0;0;1;1
Mefait;2019-09-13;soir;26;0;0;1;1
Mefait;2019-09-13;jour;7;0;0;1;1
Introduction;2019-09-13;soir;15;0;0;1;1
Introduction;2019-09-13;soir;30;296078.052004523;5046450.83199612;#CHAMP!;45.55791455856876
Vol dans / sur vehicule moteur;2019-09-13;soir;49;305218.100009857;5055206.66200255;#CHAMP!;45.63675648102315
Mefait;2019-09-13;jour;5;286770.019;5035546.148;#CHAMP!;45.45961159714985
Mefait;2019-09-13;jour;44;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-13;jour;44;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-13;nuit;21;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-13;jour;38;0;0;1;1
Vol de vehicule moteur;2019-09-13;jour;39;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-13;jour;11;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-13;jour;10;0;0;1;1
Vols qualifies;2019-09-13;jour;30;0;0;1;1
Vol dans / sur vehicule moteur;2019-09-13;soir;11;294415.33299810893;5035028.67000695;#CHAMP!;45.45511055600471
Vol dans / sur vehicule moteur;2019-09-13;jour;22;300402.488990167;5043849.10099536;#CHAMP!;45.534543994940975
Mefait;2019-09-13;soir;39;293844.874992672;5049073.99999388;#CHAMP!;45.5814870493754
Mefait;2019-09-13;jour;11;296290.68800290197;5036340.026001249;#CHAMP!;45.46693612190889
Vol dans / sur vehicule moteur;2019-09-13;jour;3;278493.56299884804;5040934.00000909;#CHAMP!;45.50783052123847
Introduction;2019-09-13;soir;22;300871.29499296396;5043140.59499814;#CHAMP!;45.52817138817326
Vol dans / sur vehicule moteur;2019-09-13;jour;31;296044.942004841;5045315.62899607;#CHAMP!;45.54769920696875
Vol de vehicule moteur;2019-09-13;soir;22;300810.192998423;5043289.09699252;#CHAMP!;45.52950731932413
Vol de vehicule moteur;2019-09-13;nuit;39;293708.25001063;5050278.99999406;#CHAMP!;45.59232779966745
Vol dans / sur vehicule moteur;2019-09-13;jour;11;295079.144995002;5037116.1809935;#CHAMP!;45.47390451115756
