CATEGORIE;DATE;QUART;PDQ;X;Y;LONGITUDE;LATITUDE
Introduction;2020-04-21;jour;22;300559.4769979641;5042289.815000129;#CHAMP!;45.52051390841387
Vol dans / sur vehicule  moteur;2020-04-21;jour;21;299777.308;5041999.581;#CHAMP!;45.51789707073706
Vol dans / sur vehicule  moteur;2020-04-21;jour;38;299198.426991791;5040863.06699252;#CHAMP!;45.50766584377387
Introduction;2020-04-21;jour;45;300101.3899995541;5056354.75499518;#CHAMP!;45.647071486327
Introduction;2020-04-21;nuit;15;0;0;1;1
Vol de vehicule moteur;2020-04-21;nuit;7;291316.451;5040902.468;#CHAMP!;45.5079125514518
Mefait;2020-04-21;jour;39;0;0;1;1
Vol de vehicule moteur;2020-04-20;jour;7;291973.4726315911;5040938.879356769;#CHAMP!;45.50825258701344
Vol dans / sur vehicule  moteur;2020-04-20;jour;7;291973.4726315911;5040938.879356769;#CHAMP!;45.50825258701344
Vol de vehicule moteur;2020-04-20;jour;33;294301.0200081869;5043051.56399711;#CHAMP!;45.52730225133275
Vol de vehicule moteur;2020-04-20;jour;33;294841.486989922;5042828.4270036;#CHAMP!;45.52530231340833
Introduction;2020-04-20;nuit;39;295244.062989427;5053155.50000261;#CHAMP!;45.61823405932115
Vol dans / sur vehicule  moteur;2020-04-20;jour;35;297595.133;5043875.789;#CHAMP!;45.53476077173308
Vol de vehicule moteur;2020-04-20;jour;13;295631.780993591;5033178.49999651;#CHAMP!;45.43847882024827
Introduction;2020-04-20;soir;15;299752.787993022;5037323.04799992;#CHAMP!;45.4758154186196
Vol de vehicule moteur;2020-04-20;jour;35;297214.83699331;5044210.54799757;#CHAMP!;45.537769019398276
Introduction;2020-04-20;nuit;5;282609.8750074789;5037284.99999452;#CHAMP!;45.475138693957476
Vol de vehicule moteur;2020-04-20;soir;30;295107.862992203;5047526.05100394;#CHAMP!;45.567576888173434
Vol de vehicule moteur;2020-04-20;jour;46;298952.687998621;5051402.49999326;#CHAMP!;45.60250123078605
Introduction;2020-04-20;jour;38;299095.122006214;5041146.07000152;#CHAMP!;45.510211584587054
Vol dans / sur vehicule  moteur;2020-04-20;soir;39;294182.46899485803;5049080.500008689;#CHAMP!;45.581550772544595
Introduction;2020-04-20;jour;22;300655.925994534;5042437.8480031295;#CHAMP!;45.52184654822958
Introduction;2020-04-20;jour;30;296793.502;5047967.053;#CHAMP!;45.57156659235724
Vol de vehicule moteur;2020-04-20;jour;16;299802.781001393;5036797.50000194;#CHAMP!;45.47108664953455
Mefait;2020-04-20;soir;50;302016.025;5050752.982;#CHAMP!;45.59667570570232
Vol de vehicule moteur;2020-04-20;soir;26;292095.60500798;5038977.785999231;#CHAMP!;45.490608120503786
Vol de vehicule moteur;2020-04-20;jour;44;299328.07400974893;5048188.57899456;#CHAMP!;45.57358449683064
Mefait;2020-04-20;soir;50;298981.657604;5040113.89416;#CHAMP!;45.500922696866546
Introduction;2020-04-20;soir;48;303781.374001085;5049895.46800304;#CHAMP!;45.588964374991065
Vol de vehicule moteur;2020-04-20;jour;44;298847.199993345;5045108.08399942;#CHAMP!;45.54586123088634
Introduction;2020-04-20;jour;20;299602.687999652;5038999.24100263;#CHAMP!;45.49089746537357
Vol dans / sur vehicule  moteur;2020-04-20;jour;20;299602.687999652;5038999.24100263;#CHAMP!;45.49089746537357
Introduction;2020-04-20;jour;31;296005.194003223;5045253.0739952;#CHAMP!;45.54713581487331
Mefait;2020-04-20;jour;26;295157.362;5039662.546;#CHAMP!;45.496818901591304
Vol de vehicule moteur;2020-04-20;jour;46;301201.122006127;5051724.262993671;#CHAMP!;45.605411816282505
Mefait;2020-04-20;nuit;42;299330.437999846;5049213.99999983;#CHAMP!;45.58281156597142
Vol de vehicule moteur;2020-04-20;jour;16;299467.125;5036717.5;#CHAMP!;45.470364289016956
Mefait;2020-04-20;soir;30;294811.2850054611;5048431.62000284;#CHAMP!;45.57572127598724
Vol dans / sur vehicule  moteur;2020-04-20;jour;39;295328.484994918;5051824.49699723;#CHAMP!;45.60625853447427
Introduction;2020-04-20;soir;27;293540.714007762;5047798.95200423;#CHAMP!;45.57000894592034
Introduction;2020-04-20;jour;30;296793.502;5047967.053;#CHAMP!;45.57156659235724
Mefait;2020-04-20;soir;16;0;0;1;1
Mefait;2020-04-20;jour;21;0;0;1;1
Introduction;2020-04-20;jour;20;299689.625;5039144.507;#CHAMP!;45.49220527513745
Vol dans / sur vehicule  moteur;2020-04-20;jour;20;299689.625;5039144.507;#CHAMP!;45.49220527513745
Vol de vehicule moteur;2020-04-20;jour;49;0;0;1;1
Vol de vehicule moteur;2020-04-20;jour;45;0;0;1;1
Introduction;2020-04-20;jour;7;289560.59400606604;5038134.99999663;#CHAMP!;45.48297364020839
Mefait;2020-04-20;jour;26;297376.167005374;5042052.41300031;#CHAMP!;45.518351041973354
Introduction;2020-04-20;soir;44;298594.646997672;5047609.14999837;#CHAMP!;45.568364459072164
Introduction;2020-04-19;jour;15;296805.914;5036169.365;#CHAMP!;45.46540652022515
Introduction;2020-04-19;jour;20;300059.558996087;5039168.0560063;#CHAMP!;45.49241979049815
Vol dans / sur vehicule  moteur;2020-04-19;jour;30;297223.682007232;5046711.53199592;#CHAMP!;45.56027383145717
Introduction;2020-04-19;nuit;38;298970.63800004;5042469.34199286;#CHAMP!;45.52211788833216
Vol de vehicule moteur;2020-04-19;jour;39;295022.562997512;5049950.99999687;#CHAMP!;45.58939608784177
Mefait;2020-04-19;soir;30;295574.946991393;5048945.55400511;#CHAMP!;45.580356347802194
Introduction;2020-04-19;nuit;13;293719.15600491;5032478.50000341;#CHAMP!;45.43215216631412
Introduction;2020-04-19;jour;15;298247.960004133;5034820.575998649;#CHAMP!;45.45328447143508
Introduction;2020-04-19;jour;22;300871.29499296396;5043140.59499814;#CHAMP!;45.52817138817326
Introduction;2020-04-19;nuit;12;298426.95699430694;5039110.04899512;#CHAMP!;45.49188481801626
Vol dans / sur vehicule  moteur;2020-04-19;jour;33;295652.645993701;5043197.74899767;#CHAMP!;45.528636727472936
Introduction;2020-04-19;jour;12;298716.6669958991;5039459.57499444;#CHAMP!;45.49503259132259
Introduction;2020-04-19;jour;15;299550.7729948189;5037767.66800247;#CHAMP!;45.479814826227525
Vol dans / sur vehicule  moteur;2020-04-19;jour;48;302007.358;5050606.703;#CHAMP!;45.59535941134223
Introduction;2020-04-19;jour;20;299738.215;5039226.917;#CHAMP!;45.492947190800024
Vol dans / sur vehicule  moteur;2020-04-19;jour;20;299738.215;5039226.917;#CHAMP!;45.492947190800024
Introduction;2020-04-19;soir;20;299602.687999652;5038999.24100263;#CHAMP!;45.49089746537357
Vol dans / sur vehicule  moteur;2020-04-19;soir;20;299602.687999652;5038999.24100263;#CHAMP!;45.49089746537357
Introduction;2020-04-19;jour;38;299268.555998894;5041048.3360079;#CHAMP!;45.50933353090908
Introduction;2020-04-19;nuit;12;298513.556;5039213.55;#CHAMP!;45.492816950897556
Introduction;2020-04-19;nuit;46;299583.621992686;5053201.63100855;#CHAMP!;45.618695289120815
Vol de vehicule moteur;2020-04-19;soir;46;300499.76499232603;5050757.16099428;#CHAMP!;45.596705585369016
Vol dans / sur vehicule  moteur;2020-04-19;jour;26;0;0;1;1
Vol de vehicule moteur;2020-04-19;nuit;10;291437.267001478;5043883.4009937;#CHAMP!;45.53473838829471
Vol de vehicule moteur;2020-04-19;jour;39;0;0;1;1
Vols qualifies;2020-04-19;jour;21;0;0;1;1
Introduction;2020-04-19;jour;20;299689.625;5039144.507;#CHAMP!;45.49220527513745
Vol dans / sur vehicule  moteur;2020-04-19;jour;20;299689.625;5039144.507;#CHAMP!;45.49220527513745
Introduction;2020-04-19;nuit;46;300073.794005972;5052916.83599663;#CHAMP!;45.61613614124673
Vol dans / sur vehicule  moteur;2020-04-19;soir;22;0;0;1;1
Vol de vehicule moteur;2020-04-19;soir;1;278464.6820040431;5032139.30299972;#CHAMP!;45.4286918491377
Vol de vehicule moteur;2020-04-19;jour;26;295650.153002214;5040813.40499142;#CHAMP!;45.50718144247847
Mefait;2020-04-19;nuit;16;0;0;1;1
Mefait;2020-04-19;soir;38;296557.52799889;5042643.53399547;#CHAMP!;45.52366097987559
Mefait;2020-04-18;soir;7;290626.856;5042509.199;#CHAMP!;45.52235683277872
Vol de vehicule moteur;2020-04-18;jour;35;297036.811990691;5043935.76699774;#CHAMP!;45.53529447920291
Introduction;2020-04-18;jour;13;292841.438003594;5032221.500005831;#CHAMP!;45.42982508997391
Vols qualifies;2020-04-18;jour;38;299230.326002173;5040940.56799712;#CHAMP!;45.50836348546685
Vols qualifies;2020-04-18;soir;38;299230.326002173;5040940.56799712;#CHAMP!;45.50836348546685
Introduction;2020-04-18;jour;22;300860.790998034;5043487.0990038095;#CHAMP!;45.53128930517368
Introduction;2020-04-18;soir;15;299892.678004094;5038174.54799698;#CHAMP!;45.48347860604113
Vol de vehicule moteur;2020-04-18;soir;21;300117.940008143;5041852.2659911;#CHAMP!;45.51657384157721
Introduction;2020-04-18;soir;21;300117.940008143;5041852.2659911;#CHAMP!;45.51657384157721
Vol de vehicule moteur;2020-04-18;nuit;44;299165.738999312;5045871.432008191;#CHAMP!;45.55273275281476
Vol dans / sur vehicule  moteur;2020-04-18;jour;30;296172.319995032;5046984.65200676;#CHAMP!;45.56271921787875
Introduction;2020-04-18;jour;38;299095.122006214;5041146.07000152;#CHAMP!;45.510211584587054
Vol dans / sur vehicule  moteur;2020-04-18;jour;7;289237.166;5042385;#CHAMP!;45.52120960829729
Introduction;2020-04-18;jour;20;298984.697994755;5039406.971001609;#CHAMP!;45.49456152292325
Vol dans / sur vehicule  moteur;2020-04-18;soir;26;294677.46300811804;5039613.54499156;#CHAMP!;45.49637117289074
Vol de vehicule moteur;2020-04-18;nuit;3;274234.3469908451;5034807.46299816;#CHAMP!;45.45252872083939
Mefait;2020-04-18;soir;10;292548.814995528;5043393.04900469;#CHAMP!;45.53034645885477
Introduction;2020-04-18;jour;31;296126.89199067396;5045445.07499982;#CHAMP!;45.54886503163315
Introduction;2020-04-18;soir;20;300039.18800146494;5039127.24099393;#CHAMP!;45.492052380288726
Introduction;2020-04-18;soir;15;297579.2699895591;5035998.69700018;#CHAMP!;45.46387919045641
Vol dans / sur vehicule  moteur;2020-04-18;jour;46;300817.934;5052890.076;#CHAMP!;45.6159000111231
Introduction;2020-04-18;jour;39;294415.04800400604;5051372.54300144;#CHAMP!;45.60217869442583
Vol de vehicule moteur;2020-04-18;jour;21;300247.509008322;5040897.25299316;#CHAMP!;45.5079811001359
Introduction;2020-04-18;jour;12;298341.4489950509;5039005.95300514;#CHAMP!;45.49094733044709
Vol dans / sur vehicule  moteur;2020-04-18;soir;49;304346.885996412;5058087.60399778;#CHAMP!;45.66267974600052
Mefait;2020-04-18;jour;13;294198.156009427;5033052.999996809;#CHAMP!;45.43732923799828
Vol dans / sur vehicule  moteur;2020-04-18;jour;45;300460.30399845;5058555.14900025;#CHAMP!;45.66687336986436
Introduction;2020-04-18;jour;31;295686.094006158;5045457.07099879;#CHAMP!;45.54896734704745
Introduction;2020-04-18;jour;38;299433.90799666604;5041952.57900642;#CHAMP!;45.517471569615914
Vol de vehicule moteur;2020-04-18;jour;5;280404.141188328;5034106.172284;#CHAMP!;45.44646086689086
Mefait;2020-04-18;nuit;10;0;0;1;1
Vols qualifies;2020-04-18;jour;12;0;0;1;1
Vol de vehicule moteur;2020-04-17;jour;8;291067.749996622;5032794.00000596;#CHAMP!;45.43494415318029
Mefait;2020-04-17;nuit;15;297421.0350040309;5034906.2830047;#CHAMP!;45.45404746287501
Vol de vehicule moteur;2020-04-17;jour;33;294153.058006133;5043384.47200185;#CHAMP!;45.53029563426972
Vol de vehicule moteur;2020-04-17;nuit;42;296079.3560067811;5049137.177003809;#CHAMP!;45.582087132481604
Introduction;2020-04-17;jour;38;298379.31000324;5041955.07599083;#CHAMP!;45.51748512450554
Vol de vehicule moteur;2020-04-17;soir;38;299230.326002173;5040940.56799712;#CHAMP!;45.50836348546685
Vol dans / sur vehicule  moteur;2020-04-17;jour;42;296407.594002161;5051229.00000828;#CHAMP!;45.60091396709374
Vol dans / sur vehicule  moteur;2020-04-17;jour;26;296194.46898954693;5042387.00000043;#CHAMP!;45.52134820137908
Vol dans / sur vehicule  moteur;2020-04-17;jour;39;294185.219003728;5050944.99999148;#CHAMP!;45.59832808386225
Introduction;2020-04-17;nuit;15;297989.423010581;5037474.79800303;#CHAMP!;45.47716596228023
Vol dans / sur vehicule  moteur;2020-04-17;jour;5;280570.40600696;5036988.50000142;#CHAMP!;45.47240289428916
Vol dans / sur vehicule  moteur;2020-04-17;jour;26;294469.7930062811;5040112.33999896;#CHAMP!;45.500856492848975
Mefait;2020-04-17;jour;44;298546.186989377;5045081.09699908;#CHAMP!;45.54561575477882
Mefait;2020-04-17;nuit;20;299244.49100599;5040219.74599321;#CHAMP!;45.501877339281044
Introduction;2020-04-17;soir;31;295398.691998378;5043618.89199981;#CHAMP!;45.53242294743277
Introduction;2020-04-17;jour;39;295550.557995497;5051929.020006449;#CHAMP!;45.60720204886049
Introduction;2020-04-17;nuit;26;294748.57700574;5040044.73000555;#CHAMP!;45.50025218266057
Mefait;2020-04-17;soir;15;299192.213996095;5039152.40300408;#CHAMP!;45.49227250702725
Mefait;2020-04-17;nuit;26;296411.468006866;5039514.74900576;#CHAMP!;45.49550516589521
Vol dans / sur vehicule  moteur;2020-04-17;soir;48;302993.208006227;5051122.59699951;#CHAMP!;45.60000483033885
Mefait;2020-04-17;jour;48;300744.556997047;5049520.39800864;#CHAMP!;45.58557830769966
Vol de vehicule moteur;2020-04-17;jour;45;298351.199996316;5055326.01899812;#CHAMP!;45.63780065972788
Vols qualifies;2020-04-17;jour;16;299867.4940066069;5036915.84999636;#CHAMP!;45.472152079008
Introduction;2020-04-17;jour;48;302892.791991993;5050371.67800498;#CHAMP!;45.59324758172526
Vol de vehicule moteur;2020-04-17;jour;27;292291.491990312;5046280.535994049;#CHAMP!;45.55632445242927
Mefait;2020-04-17;jour;39;296246.867;5052879.501;#CHAMP!;45.61576362415614
Introduction;2020-04-17;nuit;22;300561.388005101;5043755.09999123;#CHAMP!;45.53369912312349
Mefait;2020-04-17;jour;20;299506.23099137197;5040608.06599806;#CHAMP!;45.505373642241814
Mefait;2020-04-17;jour;21;300413.659;5041458.519;#CHAMP!;45.513032668797344
Introduction;2020-04-17;nuit;21;299777.308;5041999.581;#CHAMP!;45.51789707073706
Vol dans / sur vehicule  moteur;2020-04-17;jour;39;295172.062990895;5053017.500008271;#CHAMP!;45.61699130992379
Introduction;2020-04-17;soir;30;294811.2850054611;5048431.62000284;#CHAMP!;45.57572127598724
Introduction;2020-04-17;jour;38;298322.6039956131;5042675.08200438;#CHAMP!;45.52396349696833
Mefait;2020-04-17;jour;11;0;0;1;1
Mefait;2020-04-17;soir;11;295705.932007824;5036715.54199312;#CHAMP!;45.47030782102288
Vol dans / sur vehicule  moteur;2020-04-17;nuit;20;0;0;1;1
Introduction;2020-04-17;nuit;15;0;0;1;1
Mefait;2020-04-17;nuit;11;293954.01899416;5034977.33900383;#CHAMP!;45.454641646748065
Vol dans / sur vehicule  moteur;2020-04-17;jour;5;285476.313008243;5034097.50000496;#CHAMP!;45.44654146122684
Introduction;2020-04-17;jour;1;0;0;1;1
Vol de vehicule moteur;2020-04-16;jour;4;277434.9690042191;5037008.50000751;#CHAMP!;45.47246703357356
Vol dans / sur vehicule  moteur;2020-04-16;soir;33;295242.821002948;5042722.56800063;#CHAMP!;45.52435537257176
Vol de vehicule moteur;2020-04-16;jour;7;287031.156005574;5041569.00000074;#CHAMP!;45.513814229615484
Vol de vehicule moteur;2020-04-16;nuit;46;297843.116005102;5051999.57800594;#CHAMP!;45.60786367436942
Introduction;2020-04-16;jour;12;298009.5939909261;5038591.00000345;#CHAMP!;45.48721024986571
Mefait;2020-04-16;jour;46;301077.312997262;5052223.50000121;#CHAMP!;45.609903429451414
Mefait;2020-04-16;soir;26;295216.872;5040460.206;#CHAMP!;45.50399739621143
Introduction;2020-04-16;nuit;44;299177.4709923611;5046529.53499168;#CHAMP!;45.558654681928054
Mefait;2020-04-16;nuit;22;300745.595991635;5043063.59399186;#CHAMP!;45.527477783422306
Vol de vehicule moteur;2020-04-16;nuit;44;298327.06698956;5047172.07500492;#CHAMP!;45.56442908108259
Introduction;2020-04-16;jour;21;300307.5090070991;5041900.5820051;#CHAMP!;45.51700985576505
Introduction;2020-04-16;jour;38;299095.122006214;5041146.07000152;#CHAMP!;45.510211584587054
Vol de vehicule moteur;2020-04-16;jour;5;280570.40600696;5036988.50000142;#CHAMP!;45.47240289428916
Vol dans / sur vehicule  moteur;2020-04-16;nuit;48;302729.266000111;5050945.832998069;#CHAMP!;45.598413522835386
Vol de vehicule moteur;2020-04-16;jour;27;291014.54000806;5045266.79099836;#CHAMP!;45.5471783498833
Mefait;2020-04-16;jour;16;301422.630009752;5035391.54499688;#CHAMP!;45.458444892386545
Vol de vehicule moteur;2020-04-16;jour;48;302320.669007476;5048915.17699856;#CHAMP!;45.580139749344
Introduction;2020-04-16;soir;35;295565.312009977;5043509.914003369;#CHAMP!;45.53144455149561
Introduction;2020-04-16;soir;27;292530.892006854;5046178.03899752;#CHAMP!;45.55540641188477
Introduction;2020-04-16;nuit;7;291179.495;5041133.243;#CHAMP!;45.509986491320255
Mefait;2020-04-16;jour;21;300013.624990097;5041047.982994569;#CHAMP!;45.50933586560934
Introduction;2020-04-16;jour;48;303618.049008877;5050407.026994951;#CHAMP!;45.59356727295907
Vol de vehicule moteur;2020-04-16;jour;45;300709.793500308;5057212.559393809;#CHAMP!;45.65479402722419
Mefait;2020-04-16;soir;42;298807.599;5050315.482;#CHAMP!;45.59271871111911
Vol de vehicule moteur;2020-04-16;jour;48;302553.309989559;5047809.61199112;#CHAMP!;45.570192317304084
Introduction;2020-04-16;jour;35;297774.28900804;5045051.58899357;#CHAMP!;45.545342873435025
Vol de vehicule moteur;2020-04-16;jour;26;295278.435004864;5038788.013991809;#CHAMP!;45.48895115277805
Vol de vehicule moteur;2020-04-16;nuit;7;290943.654;5043441.622;#CHAMP!;45.5307534699774
Vol dans / sur vehicule  moteur;2020-04-16;jour;35;296870.04299127;5044215.75600778;#CHAMP!;45.53781204403131
Mefait;2020-04-16;soir;23;301961.374002483;5044915.20799774;#CHAMP!;45.54414531534942
Vol de vehicule moteur;2020-04-16;nuit;49;305335.1449930111;5061421.7520016;#CHAMP!;45.69268086443409
Mefait;2020-04-16;jour;7;288045.641;5042577.395;#CHAMP!;45.522913226058215
Vol dans / sur vehicule  moteur;2020-04-16;jour;3;284136.07260570093;5040642.2865629;#CHAMP!;45.50539558173992
Vol de vehicule moteur;2020-04-16;nuit;31;0;0;1;1
Introduction;2020-04-16;nuit;50;299443.094372078;5042059.75754685;#CHAMP!;45.51843607565652
Vol dans / sur vehicule  moteur;2020-04-16;jour;35;0;0;1;1
Vol dans / sur vehicule  moteur;2020-04-16;nuit;49;305530.226991248;5059913.6710014;#CHAMP!;45.67911076108584
Vol dans / sur vehicule  moteur;2020-04-16;nuit;27;0;0;1;1
Introduction;2020-04-16;jour;13;295392.245;5033432.263;#CHAMP!;45.44075912720859
Introduction;2020-04-15;jour;33;295242.821002948;5042722.56800063;#CHAMP!;45.52435537257176
Introduction;2020-04-15;nuit;7;288734.423;5037260.32;#CHAMP!;45.475084385984196
Vol de vehicule moteur;2020-04-15;jour;15;298044.466009923;5037273.958004369;#CHAMP!;45.475359245844075
Vol de vehicule moteur;2020-04-15;nuit;13;295313.820008962;5031161.11599286;#CHAMP!;45.420321094780064
Introduction;2020-04-15;jour;35;296598.6020028371;5043790.07999682;#CHAMP!;45.53397851444739
Mefait;2020-04-15;jour;5;281549.219004252;5036347.9999916;#CHAMP!;45.466672718772244
Mefait;2020-04-15;jour;26;294534.788;5041175.622;#CHAMP!;45.51042529159527
Introduction;2020-04-15;soir;38;298250.005003912;5042556.080992649;#CHAMP!;45.522892001267465
Mefait;2020-04-15;soir;39;295556.999003613;5051916.82599215;#CHAMP!;45.607092409798526
Introduction;2020-04-15;nuit;3;278427.53099619603;5040624.00000638;#CHAMP!;45.50503856433592
Vol dans / sur vehicule  moteur;2020-04-15;jour;22;300432.293002556;5043382.0969915;#CHAMP!;45.5303419031598
Introduction;2020-04-15;nuit;38;298331.832993247;5044280.475993311;#CHAMP!;45.538409521910324
Introduction;2020-04-15;nuit;35;296986.861997065;5045600.91199594;#CHAMP!;45.55027748446325
Vols qualifies;2020-04-15;soir;13;293602.562997897;5030872.49999481;#CHAMP!;45.4176986766839
Introduction;2020-04-15;nuit;38;298975.609994655;5043669.523008951;#CHAMP!;45.53291761942366
Introduction;2020-04-15;soir;15;297579.2699895591;5035998.69700018;#CHAMP!;45.46387919045641
Vol de vehicule moteur;2020-04-15;jour;20;299385.6640046471;5039702.93100459;#CHAMP!;45.497227926159425
Introduction;2020-04-15;jour;21;300135.085004044;5040250.56800706;#CHAMP!;45.5021612127569
Vol de vehicule moteur;2020-04-15;jour;11;294781.24100593093;5035679.26500264;#CHAMP!;45.46097026362047
Introduction;2020-04-15;jour;38;298379.31000324;5041955.07599083;#CHAMP!;45.51748512450554
Mefait;2020-04-15;soir;30;296513.148993047;5047077.69300604;#CHAMP!;45.56356057117022
Vol de vehicule moteur;2020-04-15;jour;45;297577.855001548;5055658.313997;#CHAMP!;45.64078310425508
Vol dans / sur vehicule  moteur;2020-04-15;jour;49;303493.450996493;5057098.18600698;#CHAMP!;45.65377569814607
Mefait;2020-04-15;soir;10;287231.3530095971;5043470.08600543;#CHAMP!;45.53092590185527
Vol dans / sur vehicule  moteur;2020-04-15;jour;46;301239.8114980009;5052503.33364651;#CHAMP!;45.612422295722894
Introduction;2020-04-15;nuit;46;298331.721;5052367.129;#CHAMP!;45.61117570972645
Introduction;2020-04-15;jour;15;298431.671992962;5038346.44299249;#CHAMP!;45.485013595026786
Mefait;2020-04-15;jour;38;299268.555998894;5041048.3360079;#CHAMP!;45.50933353090908
Introduction;2020-04-15;soir;38;299268.555998894;5041048.3360079;#CHAMP!;45.50933353090908
Introduction;2020-04-15;soir;38;299268.555998894;5041048.3360079;#CHAMP!;45.50933353090908
Introduction;2020-04-15;jour;48;302944.542992402;5050505.94700849;#CHAMP!;45.59445591259932
Vol de vehicule moteur;2020-04-15;soir;48;301704.9519933569;5047917.5109975;#CHAMP!;45.57115997150552
Introduction;2020-04-15;soir;26;0;0;1;1
Vol dans / sur vehicule  moteur;2020-04-15;soir;26;0;0;1;1
Vol de vehicule moteur;2020-04-15;jour;44;0;0;1;1
Vol de vehicule moteur;2020-04-15;jour;26;0;0;1;1
Vol dans / sur vehicule  moteur;2020-04-15;jour;7;291259.406;5040571.236;#CHAMP!;45.504930893693
Vols qualifies;2020-04-15;soir;48;303773.50900785;5052267.10400596;#CHAMP!;45.610305001593375
Vol dans / sur vehicule  moteur;2020-04-15;jour;4;0;0;1;1
Introduction;2020-04-15;jour;38;0;0;1;1
Introduction;2020-04-15;soir;26;0;0;1;1
Mefait;2020-04-15;jour;16;298379.521;5034776.845;#CHAMP!;45.45289217920535
Introduction;2020-04-14;jour;38;297967.411007745;5042113.075991271;#CHAMP!;45.518902956300906
Vol dans / sur vehicule  moteur;2020-04-14;jour;7;285551.7810062761;5039688.000000089;#CHAMP!;45.49684908006683
Mefait;2020-04-14;soir;38;299878.788997273;5044166.10099286;#CHAMP!;45.53739297731934
Vol de vehicule moteur;2020-04-14;nuit;39;293986.527;5051855.918;#CHAMP!;45.60652168699904
Vol de vehicule moteur;2020-04-14;jour;13;295301.1880052211;5032134.50000502;#CHAMP!;45.42907995249629
Vol dans / sur vehicule  moteur;2020-04-14;jour;42;298605.499994702;5050975.499998929;#CHAMP!;45.59865596375481
Introduction;2020-04-14;jour;8;293191.93799287896;5034037.500005031;#CHAMP!;45.4461722767826
Mefait;2020-04-14;soir;30;295346.659002902;5047754.55300435;#CHAMP!;45.569636303437484
Introduction;2020-04-14;jour;3;278315.815;5040108.07;#CHAMP!;45.50039185256317
Introduction;2020-04-14;jour;38;298177.600006995;5043157.58500262;#CHAMP!;45.52830388167539
Mefait;2020-04-14;jour;30;296871.798005694;5046831.8690014;#CHAMP!;45.5613527446624
